FI|SCH|ID|AU|FAU|AF1|AF2|AF3|CI|PAF|CN|AUID
LIL|rhs|lil-639528|Matos, Diliane Paiva de Melo||s.af||||||
LIL|rhs|lil-639528|Moura, Alline Falconieri de||s.af||||||
LIL|rhs|lil-639528|Lima, Francisca Elisângela Teixeira||Universidade Federal do Ceará|Faculdade de Farmácia, Odontologia e Enfermagem|Departamento de Enfermagem|Fortaleza|BR||
LIL|rhs|lil-639531|David, Helena Maria Scherlowski Leal||Universidade do Estado do Rio de Janeiro|Faculdade de Enfermagem|Departamento de Enfermagem de Saúde Pública|Rio de Janeiro|BR||
LIL|rhs|lil-639531|Bonetti, Osvaldo Peralta||s.af||||||
LIL|rhs|lil-639531|Silva, Maria Rocineide Ferreira da||s.af||||||
LIL|rhs|lil-639571|Castro, Shamyr Sulyvan de||Universidade Federal do Triângulo Mineiro|Departamento de Fisioterapia Aplicada||Uberaba|BR||
LIL|rhs|lil-639571|Paiva, Karina Mary||Universidade de São Paulo|Faculdade de Saúde Pública|Departamento de Epidemiologia|São Paulo|BR||
LIL|rhs|lil-639571|César, Chester Luiz Galvão||Universidade de São Paulo|Faculdade de Saúde Pública|Departamento de Epidemiologia|São Paulo|BR||
LIL|rhs|lil-639701|Salazar, Adriana I||Centro de Educación Médica e Investigaciones Clínicas||||||
LIL|rhs|lil-639701|Boissonnet, Carlos||Sociedad Argentina de Cardiología||||||
LIL|rhs|lil-639701|Galli, Mónica||Hospital Zonal General de Agudos Petrona V. de Cordero|||San Fernando|||
LIL|rhs|lil-639701|Caceres Monié, César||Hospital Británico de Buenos Aires||||||
LIL|rhs|lil-639701|Álvarez, Eduardo||Hospital Zonal General de Agudos Petrona V. de Cordero|||San Fernando|||
LIL|rhs|lil-639701|Boscaro, Marcelo||Hospital Pacheco Magdalena V. de Martínez||||||
LIL|rhs|lil-639701|Río, Ana Leticia||Hospital de Pediatría Alicia Moreau de Justo|||Tigre|||
LIL|rhs|lil-639701|Balog, Ester||Hospital Municipal Diego Thopson||||||
LIL|rhs|lil-640255|Baena, Cristina Pellegrino||Universidade Federal do Rio Grande|||Rio Grande|BR||
LIL|rhs|lil-640255|Soares, Maria Cristina Flores||s.af||||||
LIL|rhs|lil-640305|Haddad, Ana Estela||s.af||||||
LIL|rhs|lil-640305|Brenelli, Sigisfredo Luiz||s.af||||||
LIL|rhs|lil-640305|Cury, Geraldo Cunha||s.af||||||
LIL|rhs|lil-640305|Puccini, Rosana Fiorini||s.af||||||
LIL|rhs|lil-640305|Martins, Milton de Arruda||s.af||||||
LIL|rhs|lil-640305|Ferreira, José Roberto||s.af||||||
LIL|rhs|lil-640305|Campos, Francisco Eduardo de||s.af||||||
LIL|rhs|lil-640308|Nunes, Altacílio Aparecido||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|lil-640308|Caccia-Bava, Maria do Carmo G. G.||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|lil-640308|Bistafa, Maria José||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|lil-640308|Pereira, Luciana Cisoto Ribeiro||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|lil-640308|Watanabe, Marlívia C.||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|lil-640308|Santos, Vânia||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|lil-640308|Domingos, Nélio Augusto Mesquita||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|lil-640314|Baumfeld, Tiago Soares||Universidade Federal de Ouro Preto|||Ouro Preto|BR||
LIL|rhs|lil-640314|Sá, Raphael Botelho||Universidade Federal de Ouro Preto|||Ouro Preto|BR||
LIL|rhs|lil-640314|Santos, Daniela Fernanda de Almeida||Universidade Federal de Ouro Preto|||Ouro Preto|BR||
LIL|rhs|lil-640314|Monteiro, Otávio Montovanelli||Universidade Federal de Ouro Preto|||Ouro Preto|BR||
LIL|rhs|lil-640314|Ferreira, Mariana Benzaquen||Universidade Federal de Ouro Preto|||Ouro Preto|BR||
LIL|rhs|lil-640314|Silva, Edith Márcia Valadares||Universidade Federal de Ouro Preto|||Ouro Preto|BR||
LIL|rhs|lil-640314|Raymundo, Mário Augusto||Universidade Federal de Ouro Preto|||Ouro Preto|BR||
LIL|rhs|lil-640314|Queiroz, Anderson Melo||Prefeitura Municipal de Ouro Preto|||Ouro Preto|BR||
LIL|rhs|lil-640314|Bonolo, Palmira de Fátima||Universidade Federal de Ouro Preto|||Ouro Preto|BR||
LIL|rhs|lil-640317|Cyrino, Eliana Goldfarb||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Cyrino, Antonio de Pádua Pithon||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Prearo, Alice Yamashita||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Popim, Regina Célia||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Simonetti, Janete Pessuto||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Boas, Paulo José Fortes Villas||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Hashimoto, Miriam||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Patrício, Karina Pavão||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Romanholi, Renata Maria Zanardo||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Manoel, Cássia Marisa||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640317|Hokama, Paula de Oliveira Montandon||Universidade Estadual Paulista Júlio de Mesquita Filho|Faculdade de Medicina de Botucatu|||BR||
LIL|rhs|lil-640320|Almeida, Magda Moura de||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-640320|Morais, Rui Porto||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-640320|Guimarães, Danilo Frota||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-640320|Machado, Maria de Fátima Antero Sousa||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-640320|Diniz, Rita de Cassia Moura||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-640320|Nuto, Sharmênia de Araújo Soares||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-640327|Ferraz, Lucimare||Universidade Comunitária Regional de Chapecó|||Chapecó|BR||
LIL|rhs|lil-640328|Souza, Pâmela Leites de||Universidade Federal de Pelotas|||Pelotas|BR||
LIL|rhs|lil-640328|Pereira, Celeste dos Santos||Universidade Federal de Pelotas|||Pelotas|BR||
LIL|rhs|lil-640328|Nogueira, Maria Laura Silveira||Secretaria Municipal de Saúde de Pelotas|||Pelotas|BR||
LIL|rhs|lil-640328|Pereira, Denise Bermudez||Secretaria Municipal de Saúde de Pelotas|||Pelotas|BR||
LIL|rhs|lil-640328|Cunha, Giolana Mascarenhas da||Universidade Federal de Pelotas|||Pelotas|BR||
LIL|rhs|lil-640328|Möler, Fabiana de Oliveira||Universidade Federal de Pelotas|||Pelotas|BR||
LIL|rhs|lil-640330|Teixeira, Simone||Centro de Sáude Cafezal||||||
LIL|rhs|lil-640330|Lessa, Judith Kelly Abras||Centro de Sáude Cafezal||||||
LIL|rhs|lil-640330|Xavier, Lilian Parreira Zebral||Centro de Sáude Cafezal||||||
LIL|rhs|lil-640330|Costa, Mateus Figueredo Martins||Centro de Sáude Cafezal||||||
LIL|rhs|lil-640330|Rabelo, Nívia Duarte Braga||Centro de Sáude Cafezal||||||
LIL|rhs|lil-640330|Hans-Joachim, Menzel||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-640330|Barreto, Aline Domingues||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-640330|Silva, Ana Flávia Rodrigues da||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-640330|Oliveira, Barbara Kellen Souza||s.af||||||
LIL|rhs|lil-640330|Silva, Carlos Anderson Carvalho||s.af||||||
LIL|rhs|lil-640330|Gomes, Fabrício Silva||s.af||||||
LIL|rhs|lil-640330|Ireno, Gelmara Moraes||s.af||||||
LIL|rhs|lil-640330|Braga, Isabela de Rezende||s.af||||||
LIL|rhs|lil-640330|Guerra, Lorena Mara Mariz||s.af||||||
LIL|rhs|lil-640330|Teixeira, Mariana Oliveira||s.af||||||
LIL|rhs|lil-640330|Moreira, Pedro Henrique Vilela||s.af||||||
LIL|rhs|lil-640330|Santos, Walter Júnior Lopes dos||s.af||||||
LIL|rhs|lil-640331|Esteves, Adiney Ferreira||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|lil-640331|Rodrigues, Fernando Mansano||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|lil-640331|Lorecchio, Gabriela P. L.||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|lil-640331|Oliveira, Bruna M. de Moraes||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|lil-640331|Laluna, Maria Cristina Martinez Capel||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|lil-640403|Roecker, Simone||s.af||||||
LIL|rhs|lil-640403|Budó, Maria de Lourdes Denardin||Universidade Federal de Santa Maria|||Santa Maria|BR||
LIL|rhs|lil-640403|Marcon, Sonia Silva||Universidade Estadual de Maringá|||Maringá|BR||
LIL|rhs|lil-640416|Salvador, Pétala Tuani Candido de Oliveira||s.af||||||
LIL|rhs|lil-640416|Dantas, Rodrigo Assis Neves||Universidade Federal do Rio Grande do Norte|Departamento de Enfermagem||Natal|BR||
LIL|rhs|lil-640416|Dantas, Daniele Vieira||s.af||||||
LIL|rhs|lil-640416|Torres, Gilson de Vasconcelos||Universidade Federal do Rio Grande do Norte|Departamento de Enfermagem||Natal|BR||
LIL|rhs|lil-640660|Arteta, Federico||Universidad Centroccidental Lisandro Alvarado|||Barquisimeto|VE||
LIL|rhs|lil-640900|Amaral, José Luiz Gomes do||Universidade Federal de São Paulo|Escola Paulista de Medicina|||||
LIL|rhs|lil-640900|Pêgo-Fernandes, Paulo Manuel||Universidade de São Paulo|Faculdade de Medicina|Hospital das Clínicas||||
LIL|rhs|lil-640900|Bibas, Benoit Jacques||Universidade de São Paulo|Faculdade de Medicina|Hospital das Clínicas||||
LIL|rhs|lil-640913|Cardoso, Ivana Macedo||Secretaria Municipal de Saúde de Vitória|||Vitória|BR||
LIL|rhs|lil-640917|Cunha, Penha F||Prefeitura Municipal de Nova Friburgo|PSF||Nova Friburgo|BR||
LIL|rhs|lil-640917|Magajewski, Flávio||SES-SC||||BR||
LIL|rhs|lil-640919|Pagani, Rosani||Ministério da Saúde|Coordenação Geral de Gestão da Atenção Básica||Brasília|BR||
LIL|rhs|lil-640919|Andrade, Luiz Odorico Monteiro de||Universidade Federal do Ceara|Faculdade de Medicina||Sobral|BR||
LIL|rhs|lil-640928|Martins, Amanda de Lucas Xavier||Estratégia de Saúde da Família|||Angra dos Reis|BR||
LIL|rhs|lil-640928|Santos, Sueli Maria dos Reis||Universidade Federal de Juiz de Fora|Faculdade de Enfermagem||Juiz de Fora|BR||
LIL|rhs|lil-640929|Lotta, Gabriela Spanghero||s.af||||||
LIL|rhs|lil-640933|Palheta, Rosiane Pinheiro||Fundação Hospital Adriano Jorge||||BR||
LIL|rhs|lil-640933|Costa, Roberta Justina da||Universidade Federal do Amazonas|||Manaus|BR||
LIL|rhs|lil-641149|Buitrago-Echeverri, María Teresa||Pontificia Universidad Javeriana|Facultad de Enfermería||Bogotá|CO||
LIL|rhs|lil-641149|Ortiz-Rodríguez, Sandra Patricia||Pontificia Universidad Javeriana|Facultad de Enfermería||Bogotá|CO||
LIL|rhs|lil-641149|Eslava-Albarracín, Daniel Gonzalo||Pontificia Universidad Javeriana|Facultad de Enfermería||Bogotá|CO||
LIL|rhs|lil-641156|Velandia Mora, Ana Luisa||Universidad Nacional de Colombia|||Bogotá|CO||
LIL|rhs|lil-641162|Mesa Melgarejo, Lorena||Universidad Pedagógica y Tecnológica de Colombia|Grupo Gercus||Tunja|CO||
LIL|rhs|lil-641162|Romero Ballén, María Nubia||Universidad Pedagógica y Tecnológica de Colombia|Grupo Gercus||Tunja|CO||
LIL|rhs|lil-641452|Soares, Cristiane Taís Antunes Neles||Prefietura Municipal de Curitiba|Unidade de Saúde Augusta|||||
LIL|rhs|lil-641452|Grazziotin, Maria Celestina Bonzanini||Centro Universitário Campos de Andrade||||||
LIL|rhs|lil-641452|Stadnik, Adriana Maria Wan||Universidade Tecnológica Federal do Paraná|Departamento Acadêmico de Educação Física|||||
LIL|rhs|lil-641452|Neves, Eduardo Borba||Universidade Tecnológica Federal do Paraná|Programa de Pós-graduação em Engenharia Biomédica|||||
LIL|rhs|lil-641482|Junior, José Ferreira Lima||Rede Nordeste de Biotecnologia|||Paraiba|BR||
LIL|rhs|lil-641482|Dantas, Lívia Lopes Fonteles Serrano||Escola de Saúde Pública do Ceará|||Fortaleza|BR||
LIL|rhs|lil-641482|Machado, Caroline Antero||Escola de Saúde Pública do Ceará|||Fortaleza|BR||
LIL|rhs|lil-641482|Marcelo, Maria Elisa Machado Ferreira||Escola de Saúde Pública do Ceará|||Fortaleza|BR||
LIL|rhs|lil-641484|Almeida, Kelly Alves de||Universidade Federal de Mato Grosso|||Cuiabá|BR||
LIL|rhs|lil-641484|Nuto, Lara Teixeira Soares||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-641484|Oliveira, Giselle Cavalcante de||Secretaria Municipal de Saúde de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-641484|Holanda, Flora Elizabeth Bellatrix de Pitombeira e Nogueira||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-641484|Freitas, Beliza Mara Rodrigues de||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-641484|Almeida, Magda Moura de||Universidade de Fortaleza|||Fortaleza|BR||
LIL|rhs|lil-641605|Philbert, Larissa Angélica da Silva||s.af||||||
LIL|rhs|lil-641606|Cavalcante, Rosangela Diniz||s.af||||||
LIL|rhs|lil-641730|Esposti, Carolina Dutra Degli||Universidade Federal do Espírito Santo|Departamento de Medicina Social||Vitória|BR||
LIL|rhs|lil-641730|Oliveira, Adauto Emmerich||Universidade Federal do Espírito Santo|Departamento de Medicina Social||Vitória|BR||
LIL|rhs|lil-641730|Santos Neto, Edson Theodoro dos||Universidade Federal do Espírito Santo|Departamento de Medicina Social||Vitória|BR||
LIL|rhs|lil-641730|Zandonade, Eliana||Universidade Federal do Espírito Santo|Departamento de Estatística||Vitória|BR||
LIL|rhs|lil-641739|Patrício, Zuleica Maria||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|lil-641739|Pompêo, César Augusto||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|lil-641739|Siervi, Elizabeth Maria Campanella de||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|lil-641741|Narchi, Nádia Zanon||Universidade de São Paulo|Escola de Artes, Ciências e Humanidades||São Paulo|BR||
LIL|rhs|lil-641741|Silva, Lúcia Cristina Florentino Pereira da||Universidade de São Paulo|Escola de Artes, Ciências e Humanidades||São Paulo|BR||
LIL|rhs|lil-641741|Gualda, Dulce Maria Rosa||Universidade de São Paulo|Escola de Enfermagem|Departamento de Enfermagem Materno-infantil e Psiquiátrica|São Paulo|BR||
LIL|rhs|lil-641774|Funes Molineri, Mariana||UBA|Facultad de Psicología|Psicología Institucional. Cátedra II||||
LIL|rhs|lil-641774|Esmoris, Ana Laura||UBA|Facultad de Psicología|Psicología Institucional. Cátedra II||||
LIL|rhs|lil-641774|García, Miriam||UBA|Facultad de Psicología|Psicología Institucional. Cátedra II||||
LIL|rhs|lil-641774|La Greca, Natalia||UBA|Facultad de Psicología|Psicología Institucional. Cátedra II||||
LIL|rhs|lil-641774|Perez, Clara||UBA|Facultad de Psicología|Psicología Institucional. Cátedra II||||
LIL|rhs|lil-641774|Brudnick, Gabriela||UBA|Facultad de Psicología|Psicología Institucional. Cátedra II||||
LIL|rhs|lil-641774|Rojas, María Soledad||UBA|Facultad de Psicología|Psicología Institucional. Cátedra II||||
LIL|rhs|lil-641774|Etchandy, Paula||UBA|Facultad de Psicología|Psicología Institucional. Cátedra II||||
LIL|rhs|lil-642034|Salas Perea, Ramón Syr||s.af||||||
LIL|rhs|lil-642036|Rodríguez Milera, José David||Ministerio de Salud Pública|||La Habana|CU||
LIL|rhs|lil-642036|Pernas Gómez, Marta||Universidad de Ciencias Médicas de La Habana|||La Habana|CU||
LIL|rhs|lil-642036|Montano Luna, José Antonio||Ministerio de Salud Pública|||La Habana|CU||
LIL|rhs|lil-642036|Lima Sarmiento, Leiram||Ministerio de Salud Pública|||La Habana|CU||
LIL|rhs|lil-642036|Díaz Molleda, Maritza||Ministerio de Salud Pública|||La Habana|CU||
LIL|rhs|lil-642036|Pérez Esquivel, Guillermo de Jesús||Ministerio de Salud Pública|||La Habana|CU||
LIL|rhs|lil-642038|García Pérez, Reinaldo Pablo||Facultad de Ciencias Médicas Dr José Assef Yara|||Ciego de Ávila|CU||
LIL|rhs|lil-642038|Nolla Cao, Nidia||Escuela Nacional de Salud Pública|||La Habana|CU||
LIL|rhs|lil-642038|Rivera Michelena, Natacha||Facultad de Ciencias Médicas Julio Trigo López|||La Habana|CU||
LIL|rhs|lil-642038|Bringas Sosa, Yenifer||Policlínico Universitario Norte|||Ciego de Ávila|CU||
LIL|rhs|lil-642047|Texidor Pellón, Raiza||Facultad de Estomatología de La Habana||||CU||
LIL|rhs|lil-642047|Reyes Miranda, Daniel||Escuela Nacional de Salud Pública|||La Habana|CU||
LIL|rhs|lil-642161|Portella, Marilene Rodrigues||Universidade de Passo Fundo|||Passo Fundo|BR||
LIL|rhs|lil-642275|Anon||||||||
LIL|rhs|lil-642796|Buitrago M., Lilia Andrea||Universidad Libre Seccional Pereira|Facultad de Ciencias de la Salud|Programa de enfermería|Pereira|CO||
LIL|rhs|lil-642958|Batista Rojas, Osvaldo||Policlínico Docente Comunitario Meneses|||Yaguajay|CU||
LIL|rhs|lil-642958|Álvarez Hernández, Zadys||Policlínico Docente Comunitario Meneses|||Yaguajay|CU||
LIL|rhs|lil-643091|Camanho, Gilberto Luis||s.af||||||
LIL|rhs|lil-643157|Pitrez, Fernando||TCBC||||||
LIL|rhs|lil-643169|Sanhueza Alvarado, Olivia||Universidad de Concepción|||Concepción|CL||
LIL|rhs|lil-643177|Calderón, María Soledad||Universidad Arturo Prat|||Victoria|CL||
LIL|rhs|lil-643178|Illesca P, Mónica||Universidad de La Frontera|Facultad de Medicina|Departamento Medicina Interna|Temuco|CL||
LIL|rhs|lil-643178|Cabezas G, Mirtha||Universidad de La Frontera|Facultad de Medicina|Departamento Ciencias Preclínicas|Temuco|CL||
LIL|rhs|lil-643178|Romo P, María Teresa||Universidad de La Frontera|Facultad de Medicina|Departamento Medicina Interna|Temuco|CL||
LIL|rhs|lil-643178|Díaz R, Patricia||Universidad de La Frontera|Facultad de Medicina|Departamento Medicina Interna|Temuco|CL||
LIL|rhs|lil-643359|Cruz, Verônica||Instituto Universitário de Pesquisas do Rio de Janeiro|Núcleo de Estudos do Empresariado, Institutições e Capitalismo||Rio de Janeiro|BR||
LIL|rhs|lil-643397|Santos, Fabiane Costa||s.af||||||
LIL|rhs|lil-643397|Aleluia, Ítalo Ricardo Santos||Universidade Estácio de Sá|||Rio de Janeiro|BR||
LIL|rhs|lil-643397|Santos, Itana Nascimento||s.af||||||
LIL|rhs|lil-643397|Moura, Lucila Gomes Ferreira||Faculdade de Tecnologia e Ciências|||Salvador|BR||
LIL|rhs|lil-643397|Carvalho, Milene de Andrade||Universidade Estácio de Sá|||Rio de Janeiro|BR||
LIL|rhs|lil-643407|Aguiar, Lilian Kelen de||Hospital Municipal Odilon Behrens|Comissão de Controle de Infecção Hospitalar||Belo Horizonte|BR||
LIL|rhs|lil-643407|Andrade, Ana Cristina Imakawa||s.af||||||
LIL|rhs|lil-643407|Céo, Priscilla Teixeira||s.af||||||
LIL|rhs|lil-643407|Brito, Maria José||Universidade Federal de Minas Gerais|Escola de Enfermagem||Belo Horizonte|BR||
LIL|rhs|lil-643434|Hernández Betancur, Ana María||Universidad Libre-Seccional Pereira|Facultad de Ciencias de la Salud|Programa de enfermería|Pereira|CO||
LIL|rhs|lil-643460|Rodríguez Ferro, Esperanza||Escuela Colombiana de Rehabilitación|Facultad Terapia Ocupacional||Bogotá|CO||
LIL|rhs|lil-643580|Mafra, Simone Caldas Tavares||Universidade Federal de Viçosa|||Viçosa|BR||
LIL|rhs|lil-643608|Nardi, Tatiana de||Pontifícia Universidade Católica do Rio Grande do Sul|||Porto Alegre|BR||
LIL|rhs|lil-643608|Rigo, Julio César||Policlínica Militar de Porto Alegre|||Porto Alegre|BR||
LIL|rhs|lil-643608|Brito, Maribel de||Policlínica Militar de Porto Alegre|||Porto Alegre|BR||
LIL|rhs|lil-643608|Santos, Elizabeth Luz M. dos||Policlínica Militar de Porto Alegre|||Porto Alegre|BR||
LIL|rhs|lil-643608|Bós, Ângelo José Gonçalves||Pontifícia Universidade Católica do Rio Grande do Sul|||Porto Alegre|BR||
LIL|rhs|lil-643615|Moreira, Paulo Henrique Bittencourt||Universidade Federal de Viçosa|||Viçosa|BR||
LIL|rhs|lil-643615|Mafra, Simone Caldas Tavares||Universidade Federal de Viçosa|||Viçosa|BR||
LIL|rhs|lil-643615|Pereira, Eveline Torres||Universidade Federal de Viçosa|||Viçosa|BR||
LIL|rhs|lil-643615|Silva, Vania Eugênia da||Universidade Federal de Viçosa|||Viçosa|BR||
